===	start	settings	header	===
-0.021561	0.076218	-0.0017395	-0.065781	0.005722
-0.020096	0.070267	-0.0041656	-0.14085	0.012314
-0.016846	-0.0047607	-0.0016937	0.052826	0.016846
-0.0054474	-0.12675	0.0017853	0.2347	0.004715
0.010986	-0.25017	0.0057678	0.056854	0.016296
0.010437	-0.32112	-0.0016937	-0.046005	-0.0095673
0.0054016	-0.28679	-0.005722	-0.18745	-0.0071869
0.0070038	-0.16667	-0.0039368	-0.21941	-0.019043
0.017303	-0.036575	-0.0020599	-0.33545	-0.029938
0.013367	0.070633	-0.0048981	-0.25525	-0.028976
0.014832	0.13966	-0.0026093	-0.14236	-0.021378
0.016708	0.11426	0.0010986	0.0016937	-0.02504
0.014191	0.0033417	0.0045776	0.2124	-0.012222
0.0063629	-0.099106	0.012405	0.23552	0.030304
-0.0020142	-0.16031	0.010117	0.2048	0.029617
-0.0011902	-0.15862	0.0089264	0.18091	0.035019
0.0018311	-0.0867	-0.0018768	0.20631	0.041885
0.0082397	0.010483	-0.0048523	0.030853	0.017075
0.0097046	0.097	-0.010254	-0.22646	0.0048065
0.013	0.17839	-0.012039	-0.13261	0.018768
-0.00045776	0.21844	-0.011948	0.038635	0.011627
-0.0032043	0.21895	-0.011856	0.088898	0.021011
0.00073242	0.14767	-0.010666	0.04129	0.04335
0.0070496	0.020508	-0.014648	0.13353	0.015564
0.011765	-0.14388	-0.0070953	0.22169	-0.089355
0.017487	-0.28249	-0.0050812	0.14259	-0.037354
0.012634	-0.32941	-0.001236	-0.0080566	0.038406
0.0037537	-0.29054	-0.0042572	-0.090088	0.020279
0.0011444	-0.17143	-0.0026093	-0.14149	-0.0055389
-0.00082397	-0.059647	-0.0016937	-0.31718	0.019409
-0.0036621	0.00032043	0.00032043	-0.28679	0.010208
0.0054016	0.055344	0.0017853	-0.11472	0.030212
0.0029755	0.14323	0.0017853	0.0401	0.030304
0.0015106	0.18091	-0.00013733	-0.10808	-0.055756
-0.0064087	0.19478	0.0026093	-0.17711	-0.075485
-0.0089722	0.14754	-0.0023346	-0.21794	-0.088531
-0.0037994	0.072784	0.00032043	-0.15903	-0.031219
-0.0070953	0.01712	0.006134	0.06601	0.005722
-0.0089722	-0.018997	0.006134	0.38869	-0.0026093
-0.0042114	-0.045914	0.00022888	0.51009	0.01149
0.012268	-0.054611	-0.0069122	0.29402	-0.013321
0.0035248	-0.038086	-0.0071411	-0.11407	-0.003891
-0.0061798	0.018448	-0.0028381	-0.22527	0.024353
-0.010071	0.099335	-0.0037079	-0.12236	0.012863
-0.012955	0.15775	-0.0011444	0.12483	-0.00059509
-0.019135	0.16306	-0.0014648	0.16782	0.015747
-0.01355	0.11215	-0.001236	0.089218	0.069122
0.0068207	0.046875	0.0046234	0.23396	0.077911
0.0074158	-0.023117	-0.00064087	0.19661	0.076996
0.0086975	-0.071457	-0.0032043	0.069168	0.051453
0.019913	-0.13394	0.0037537	-0.099976	0.037033
0.025452	-0.14914	0.0091095	0.0071869	-0.046555
0.017944	-0.068985	-0.0025177	-0.24939	-0.086746
0.0046692	0.007782	-0.0090637	-0.49924	-0.057541
0.0059967	0.082764	-0.011032	-0.58484	0.0084686
0.013916	0.11742	-0.0093384	-0.18132	0.004303
0.0095673	0.075348	-0.0040283	0.23149	-0.029434
0.0062256	-0.019867	-0.0055389	0.56406	0.0064545
0.0018768	-0.10533	-0.0031586	0.52318	0.055527
-0.0058594	-0.11604	-0.0039825	0.21703	0.060562
-0.016617	-0.081711	-0.00036621	-0.11009	0.023346
-0.010986	-0.078049	0.00032043	-0.14836	0.0075073
0.0010986	-0.10446	-0.0015564	-0.27452	-0.017487
-0.0053101	-0.17848	-0.0057678	-0.40059	-0.09462
-0.0042114	-0.24641	-0.0061798	-0.19386	-0.090088
0.00073242	-0.21735	-0.010162	0.084091	0.013
0.0029297	-0.10039	-0.011353	0.043671	0.059921
-0.0025635	0.0013275	-0.012543	-0.20453	0.028427
-0.002243	0.060425	-0.00059509	-0.082077	-0.013412
-0.012222	0.055893	0.0058594	0.067703	0.015335
-0.015015	0.052414	0.0034332	0.30885	0.034515
-0.014099	0.087524	0.005722	0.51022	0.027191
-0.0046692	0.15285	0.0074615	0.55	0.0059967
0.0042572	0.22614	0.0066833	0.14282	0.020508
0.0025635	0.31256	0.0074158	-0.25369	0.039642
0.0011902	0.37239	0.0077362	-0.32913	0.028244
0.0026093	0.36237	0.013733	-0.15862	0.0080109
0.0097046	0.27571	0.010025	-0.16539	0.014648
0.0054932	0.035156	0.0070496	-0.31659	0.038818
-0.00073242	-0.28093	0.005722	-0.27736	0.068207
-0.00036621	-0.50294	0.00032043	0.0069122	-0.072601
0.0082397	-0.54323	-0.010986	0.2525	-0.16411
0.0052185	-0.38475	-0.021057	0.30354	-0.065964
0.0033417	-0.22632	-0.013321	0.14186	-0.01886
-0.0026093	-0.096176	-0.0066376	0.048294	0.027374
-0.0048981	-0.0080109	-0.0062714	0.065598	0.0059967
-0.0028381	0.046097	-0.0062714	0.040787	-0.014328
0.0020599	0.041656	-0.0071869	-0.18718	-0.021973
-0.00036621	-0.0023346	-0.003891	-0.31549	0.021286
-0.0073242	-0.041931	0.005722	-0.11916	-0.0048523
-0.0029297	-0.034561	0.0059509	0.084366	0.033096
-0.0086975	0.015884	0.0048065	0.2249	0.0090637
-0.007782	0.063126	0.0028839	0.087982	0.02449
-0.0065918	0.079514	0.0009613	0.009201	-0.0084686
0.0027008	0.095993	0.001236	-0.081894	-0.038086
0.0055847	0.094574	0.00032043	-0.13426	-0.031586
0.0063629	0.10515	-0.0034332	-0.057541	0.010941
0.01062	0.10799	-0.0058594	0.076859	0.020279
0.016708	0.11092	-0.01387	0.21565	0.022064
0.010849	0.10153	-0.0072327	0.30656	0.011032
0.0085144	0.084183	-0.0052643	0.20567	0.0016479
0.0097504	0.054062	0.0010986	-0.10135	0.0071869
0.0085144	0.025269	-0.003067	-0.35985	0.023209
-0.00032043	-0.025497	-0.0048981	-0.25365	0.015152
-0.0064087	-0.041245	-0.003891	-0.10808	0.010025
-0.00013733	-0.040695	0.0021515	-0.020554	-0.025955
-0.0035706	-0.042435	-0.0021515	0.017899	-0.023941
-0.0011444	-0.033508	0.00013733	0.030304	-0.0027466
-0.0089722	-0.038315	-0.0021057	-0.0016022	-0.013321
-0.0093842	-0.044907	0.00027466	-0.0065002	-0.02623
-0.0076904	-0.031082	-0.0037994	-0.0031586	-0.0028839
-0.010162	-0.017441	-0.0011444	0.0271	0.016891
-0.0095215	-0.013138	-0.0020599	0.06926	0.023575
-0.0007782	0.0036163	-0.0027924	0.10066	0.031494
-0.0035248	0.0037994	-0.0016937	0.14095	0.050125
-0.0023346	-0.0070953	-0.003067	-0.018356	0.035065
-0.012909	-0.0072784	-0.0089264	-0.055756	0.015701
-0.013916	-0.021652	-0.0065002	0.17157	0.037262
-0.016754	-0.015427	-0.0014191	0.4368	0.026596
0.0009613	-0.0071869	0.0029755	0.4855	-0.013321
0.015472	0.0074615	0.004715	0.48262	0.0021515
0.015472	0.043396	0.008194	0.14076	0.00091553
0.025314	0.064682	0.0062714	-0.54048	0.020828
0.020142	0.046509	0.0030212	-1.0266	0.0014648
0.0064087	0.034515	0.0026093	-0.87868	-0.014786
9.1553e-05	0.030624	-0.0014191	-0.27113	0.041885
0.0029297	0.024628	-0.002655	0.34827	9.1553e-05
0.0063629	0.010895	-0.0070038	0.57454	0.012039
0.0048981	-0.036575	-0.010025	0.34827	0.027832
0.0023346	-0.078003	-0.010025	-0.2027	-0.026367
0.0020142	-0.11549	-0.0057678	-0.60988	-0.018448
-0.0055389	-0.14616	0.00073242	-0.4774	0.016296
-0.0020142	-0.12955	0.0030212	-0.10666	-0.032776
-0.00018311	-0.11009	0.0021515	0.16145	-0.029755
0.0053558	-0.064224	0.0018768	0.3192	-0.014648
0.0062714	-0.027603	0.0016479	0.41592	-0.0040741
-0.0021973	0.022842	-0.0031586	0.29411	0.034286
-0.0010986	0.07251	0.0024261	0.16228	0.033005
0.0066833	0.10762	-0.0017395	0.16841	0.014877
0.0081482	0.090042	-0.0055389	0.39697	0.025726
-0.0056763	0.031998	-0.0084686	0.51888	0.0028839
-0.01062	-0.031265	-0.0031586	0.13284	-0.015106
-0.0086975	-0.024353	-0.0019684	-0.45447	-0.016846
-0.014832	0.030853	-0.003067	-0.52629	-0.03804
-0.013779	0.093475	-0.0048523	-0.35239	-0.027191
-0.0097046	0.15623	0.00027466	-0.0075989	0.00032043
0.0021515	0.1837	0.0082397	0.32433	0.014694
0.010712	0.12817	0.0054932	0.3615	-0.015884
0.014099	-0.017899	0.0051727	-0.33463	0.00054932
0.01506	-0.15088	0.0032501	-1.0859	0.0084229
0.020828	-0.24751	-0.0018311	-0.90829	0.021973
0.023712	-0.28171	-0.0048065	-0.27475	0.0054932
0.01767	-0.22485	-0.007782	0.16878	-0.032776
0.0086517	-0.14195	-0.0089264	0.34964	-0.059647
0.00082397	-0.053375	-0.0081482	0.36562	-0.034103
-0.00022888	0.028793	-0.0044403	0.39326	-0.0088348
-0.015656	0.056717	-4.5776e-05	0.24495	0.003067
-0.013092	0.054153	-0.0013275	-0.0029297	0.00032043
-0.010391	0.022293	-0.00022888	-0.055801	-0.018082
-0.008194	-0.023483	0.0016022	0.0097504	0.01387
-0.0045776	-0.019226	-0.0075531	0.11046	0.021194
0.0023804	0.0036621	-0.014877	0.058914	0.011307
0.0065918	0.029984	-0.019272	0.040878	0.014969
-0.0010529	0.070633	-0.010025	0.05452	-0.0067291
-0.0058594	0.12822	-0.0069122	0.10011	0.016388
-0.015015	0.20078	-0.00027466	0.20604	0.0041656
-0.011719	0.21638	0.0015106	0.26688	-0.011627
-0.016525	0.13802	-0.0048523	0.26747	-0.0031586
-0.0093384	0.024307	-0.0086517	0.12703	0.012039
-0.0027466	-0.095901	-0.011307	-0.01236	0.0048065
-0.0007782	-0.10991	-0.0068207	-0.13673	0.018311
-0.0035706	-0.065872	0.0017853	-0.36919	0.038773
-0.0037537	-0.028976	0.0071869	-0.43913	0.020782
0	-0.058365	0.0085602	-0.25227	-0.035431
0.0033875	-0.10428	0.0094757	-0.017075	0.0074158
0.002243	-0.18425	0.0091095	0.13921	0.051041
0.0088806	-0.17226	0.0059509	0.27365	0.073334
0.012589	-0.052139	0.00032043	0.30931	0.036575
0.013733	0.036896	0.0022888	0.083542	0.053284
0.0094757	0.13504	0.0011444	-0.24289	0.026688
0.0059509	0.23236	0.0032043	-0.049072	-0.043945
0.0077362	0.25346	0.0015106	0.29741	-0.087982
0.0086975	0.19464	0.0032501	0.37463	-0.1691
-0.0021057	0.009613	0.0027008	0.3306	-0.10016
-0.0054932	-0.20654	-0.004303	0.13293	-0.037903
0.009201	-0.37331	-0.0076447	-0.21547	-0.0021973
0.019684	-0.43758	0.0056305	-0.42645	0.088669
0.015015	-0.36818	0.0049896	-0.39908	0.07814
0.012131	-0.22252	0.0027924	-0.16539	0.0027924
0.0062714	-0.07196	0.0041656	-0.05397	0.006134
0.0045319	0.058914	0.0052643	-0.0090179	0.04866
-0.0055389	0.13353	-0.0037537	-0.051407	0.026962
-0.011993	0.19615	-0.0034332	-0.17441	-0.01474
-0.018585	0.21236	-0.003067	-0.18137	-0.014328
-0.0049896	0.16269	-0.0064545	-0.21153	-0.021057
-0.0069122	0.12914	-0.0079651	-0.15404	-0.064728
-0.020737	0.083633	-0.0055389	-0.068161	-0.050766
-0.020874	0.0084686	-0.00041199	-0.064041	-0.023117
-0.021332	-0.026047	-0.0069122	-0.039688	-0.0048981
-0.0084686	-0.037582	-0.0069122	-0.091232	0.016525
-0.0047607	-0.039185	-0.00032043	0.053925	0.021378
-0.0049896	-0.0072327	0.00027466	0.11458	0.002243
-0.003479	0.012543	0.003067	0.18301	0.03511
0.00073242	0.025955	0.0037537	0.15179	0.029526
0.0055389	0.024902	-4.5776e-05	0.32785	0.021469
-0.0062256	0.017624	-0.0016937	0.54121	-0.0054016
-0.0039825	0.010849	-0.0058136	0.70583	-0.056534
0.0065918	0.022842	-0.013412	0.5256	-0.0066376
0.013184	0.082764	-0.0092468	0.28304	0.051361
0.019638	0.1393	-0.011261	-0.19913	0.038086
0.010437	0.18164	-0.0088806	-0.56218	0.035751
0.0024719	0.16145	-0.0072327	-0.38731	0.027374
0.0016479	0.083176	0	-0.36507	0.011581
-0.0078278	-0.056488	-0.00064087	-0.53645	-0.0073242
-0.012726	-0.18132	-0.0049438	-0.80379	0.031219
-0.0059509	-0.20183	-0.0043945	-0.86215	0.028473
-0.010254	-0.14658	0.0037537	-0.42892	0.0083313
-0.006546	-0.1073	-0.0014648	0.46838	0.0073242
0.0014648	-0.088623	-0.0038452	1.0488	0.0024261
-0.0012817	-0.057999	-0.0030212	1.2984	-0.00086975
0.0097504	0.016113	-0.0041656	0.7468	0.0031586
0.014786	0.094711	0.0018768	-0.2547	0.014511
0.014008	0.097549	0.0050812	-0.61391	-0.0050354
0.01886	0.062759	0.0053558	-0.28015	-0.0036163
-0.0010529	0.041336	0.0023346	0.019455	-0.0036163
0.014511	0.022797	-0.0040741	0.032455	-0.01561
0.012909	0.008194	-0.0045776	-0.21208	-0.024033
0.0045776	0.011993	-0.0099335	-0.5164	-0.031311
0.007782	0.0020599	-0.01442	-0.29091	-0.020416
0.010986	-0.066742	-0.022293	0.1799	-0.013962
-0.010071	-0.15665	-0.012863	0.35921	-0.0098877
-0.0080566	-0.17807	-0.0080566	0.37788	0.0052643
-0.0033875	-0.15134	-0.0043945	0.22142	0.012543
-0.0052643	-0.072922	-0.010025	-0.18562	0.011719
0	0.024673	-0.0059052	-0.35303	0.0039825
-0.00054932	0.09993	-0.003067	-0.19679	0.022385
-0.0043488	0.16292	-0.00013733	-0.0039368	0.05191
-0.0085144	0.15775	-0.0048981	-0.021011	0.019592
-0.00068665	0.05159	-0.0021515	-0.021744	0.0079193
-9.1553e-05	-0.094894	-0.00068665	0.021149	-0.0070496
-0.010071	-0.20915	-0.0052185	0.052048	-0.0080566
-0.0084686	-0.24449	-0.0088806	0.086197	0.0042572
-0.0050354	-0.16672	-0.011765	0.086014	0.0071869
-0.011124	-0.052185	-0.0037079	0.095444	0.0011444
-0.012451	0.036118	0.0020599	0.069534	0.031265
-0.003067	0.11147	0.0061798	0.023758	-0.00059509
0.0045776	0.15793	0.0069122	0.040512	-0.009201
0.0010071	0.15742	0.0059509	0.10652	0.0085602
-0.0045319	0.10442	0.0077362	0.23213	-0.015884
-0.0098877	0.012772	0.012177	0.10258	-0.015976
-0.013092	-0.11485	0.010849	-0.093979	0.013229
-0.0071869	-0.1544	0.0011444	-0.25543	0.00032043
-0.0059967	-0.10103	-0.0082397	-0.1761	0.055389
0.0098877	-0.0029755	-0.0065918	0.044632	0.055664
0.01181	0.080933	-0.002655	0.5116	0.045593
0.020874	0.15559	0.0016479	0.58447	-0.037949
0.02948	0.2135	-0.0010986	0.14388	0.0016937
0.016571	0.27704	-0.0063171	-0.1512	0.031494
0.006134	0.21927	-0.0078278	-0.31883	0.018768
0.014008	0.10245	-0.0069122	-0.31339	0.017532
0.01506	-0.064133	-0.0024261	-0.34969	-0.033188
0.007782	-0.22847	0.0027924	-0.28885	0.013138
0.0089722	-0.32217	0.0103	-0.027237	0.0062256
0.011398	-0.25987	0.009613	0.22495	-0.035431
-0.0035706	-0.089172	0.0017853	0.31911	-0.011032
-0.010071	0.14095	-0.0010529	0.057404	0.0037537
-0.002655	0.37866	0.0073242	-0.26477	-0.0043945
-0.0038452	0.37129	0.012863	-0.17679	-0.034744
-0.006958	0.10277	-0.0022888	0.14026	0.014145
0.00032043	-0.24733	-0.0086517	0.24934	0.01593
0.01149	-0.46788	-0.0095673	0.17267	-0.0075531
0.02298	-0.50166	-0.0097504	-0.12277	0.0014648
0.019226	-0.4124	-0.0059052	-0.39473	-0.022293
0.00737	-0.3002	-0.0021973	-0.57816	-0.041016
-0.0014648	-0.1994	-0.004715	-0.45232	0.0044403
0.0024261	-0.059784	-0.0048523	-0.098099	0.033371
0.0052643	0.064133	0.00032043	0.20682	0.027512
-0.011993	0.12405	0.0049896	0.38297	0.04921
-0.021561	0.13362	0.0027008	0.39734	0.043533
-0.01973	0.13055	0.004715	0.45763	-0.016113
-0.016388	0.15843	0.0025635	0.28235	-0.057861
-0.013733	0.19643	0.0032501	0.06752	-0.029022
-0.024673	0.23763	0.0069122	-0.054382	-0.0017853
-0.017715	0.24751	0.0016937	-0.15642	-0.022018
-0.0050354	0.23433	-0.0058594	-0.22105	-0.0055389
0.012497	0.24467	-0.0014191	-0.39157	0.019135
0.0093384	0.24092	-0.0048523	-0.5181	-0.031265
0.0029297	0.16008	-0.0017853	-0.29242	-0.014328
-0.008194	0.034698	-0.0045319	-0.057037	0.0017853
-0.013184	-0.11092	-0.0020599	0.081161	-0.0029755
-0.018906	-0.23625	-0.005127	0.14749	-0.016159
-0.0049438	-0.33032	-0.0015106	0.17024	-0.0026093
0.0049438	-0.32721	0.0081024	-0.014328	0.015381
0.024536	-0.20956	0.0027466	-0.09462	0.022476
0.032547	-0.032593	0.0035706	-0.0064545	0.0068207
0.030304	0.1295	0.00032043	0.16301	-0.03392
0.017395	0.19583	-0.0081482	0.20238	-0.033554
0.013184	0.18018	-0.016068	0.32648	0.064499
0.0084686	0.12213	-0.027969	0.65845	0.11975
0.014832	0.033279	-0.024216	0.83862	0.11201
0.023438	-0.099976	-0.010574	0.42627	0.026367
0.011353	-0.19519	-0.0023346	0.16164	-0.043259
-0.0051727	-0.16264	0.0024261	0.17628	-0.075943
-0.0097504	-0.018448	0.0075531	-0.3046	-0.087158
-0.006134	0.12694	0.0055389	-0.72638	-0.093567
-0.012589	0.16429	0.0018311	-0.5815	-0.029434
-0.014603	0.18745	0.00082397	-0.38521	-0.020187
-0.015015	0.19807	-0.0026093	-0.25685	0.012268
0.0009613	0.16164	-0.0039368	-0.25575	0.033646
0.010345	-0.0020599	-0.0022888	-0.24779	0.022202
-0.010574	-0.17624	0.006134	-0.18636	0.023758
-0.010986	-0.30396	0.013916	0.023163	-0.00737
0.0020599	-0.32497	0.00737	0.18466	-0.02417
-0.0014648	-0.30249	0.0042572	0.22275	-0.036392
0.0010986	-0.2449	0.0056305	0.17386	-0.0084686
-0.0046692	-0.15797	9.1553e-05	-0.080841	0.029022
-0.0087891	-0.058594	-0.0047607	-0.35376	0.026688
-0.017441	-0.0020599	0.003891	-0.52089	0.039368
-0.02742	0.036575	0.0045319	-0.29462	0.028473
-0.023666	0.074341	-0.003067	0.13632	0.014374
-0.013916	0.15001	-0.0011902	0.66568	0.016159
-0.01886	0.23451	0.005127	1.1596	0.024353
-0.0031128	0.32945	0.010895	1.1971	0.016663
0.0058594	0.33751	0.0028381	1.0571	-0.010391
0.013184	0.22375	-0.0064087	-0.022705	0.058228
0.014969	0.035706	-0.010162	-0.94986	0.041107
0.022156	-0.098923	-0.00737	-1.0524	-0.026596
0.022293	-0.16187	-0.0076447	-0.72771	-0.021973
0.016846	-0.20952	-0.0061798	-0.50528	-0.0097504
0.01355	-0.252	-0.0063171	-0.41739	-0.015289
0.014648	-0.29228	-0.0013733	-0.43607	0.0033417
0.013641	-0.29338	-0.0037079	-0.21162	0.02243
0.0042572	-0.21671	-0.0058136	0.032547	0.015427
-0.0014191	-0.084457	-0.0021057	0.10139	-0.015884
-0.0052185	0.065048	0.0016022	0.12941	0.013046
-0.013	0.15761	0.0010529	0.058182	0.012405
-0.019638	0.16731	0.0031128	-0.17683	-0.016937
-0.017212	0.18118	0.0053558	-0.14461	-0.017578
-0.020691	0.17976	0.0042572	0.18127	-0.0041199
-0.017899	0.18365	0.0068207	0.63272	-0.039505
-0.010803	0.19308	0.0032501	1.002	-0.043396
0.0018311	0.18452	-0.0014191	1.181	-0.032547
0.0031586	0.090912	-0.0054932	0.87868	-0.012085
0.013641	-0.091415	-0.0066833	-0.080292	0.015701
0.020279	-0.25049	-0.010162	-0.7403	-9.1553e-05
0.019867	-0.28835	-0.0017853	-0.94981	-0.0027924
0.019501	-0.20901	0.0013275	-0.49796	0.043213
0.0077362	-0.07814	0.006546	-0.12364	0.013092
-0.0029297	0.010574	0.0050812	-0.028152	-0.0060883
-0.0016479	0.079056	-0.00032043	0.10616	0.016068
-0.0067291	0.11353	-0.0029755	0.17198	-0.00059509
-0.015427	0.11632	0.00032043	0.12982	0.00032043
-0.016846	0.12964	-0.0011444	0.022293	0.0097961
-0.011948	0.13847	-0.0076447	-0.16512	0.018494
0.0032501	0.12534	-0.010849	-0.23557	-0.0091553
0.014008	0.090775	-0.0080109	-0.1192	0.010254
0.021927	0.07132	-0.01062	0.082352	-0.023666
0.018173	0.0059509	-0.011353	0.027832	-0.031586
0.013779	-0.068253	-0.0084686	-0.065781	0.01474
0.011307	-0.13737	-0.0089722	0.0082855	0.012726
0.01506	-0.1908	-0.0041656	-0.22311	0.017944
0.0075531	-0.19524	-0.010208	-0.28629	-0.027695
-0.0015564	-0.11751	-0.0050354	-0.12602	-0.014511
-0.0010529	-0.011398	0.011398	0.0042572	0.019455
-0.0078735	0.036346	0.010254	0.15903	0.0020142
-0.0091095	-0.0098877	0.00032043	0.13545	-0.02829
-0.0097504	-0.058456	-0.014053	0.0090637	0.011307
-0.0081482	-0.079239	-0.016983	0.047974	0.045731
-0.0021057	-0.023117	-0.0080566	0.16031	0.013779
0.0073242	0.038773	-0.00086975	0.14745	0.029938
0.0026093	0.041016	0.0022888	0.21446	0.070038
-0.0037994	0.03685	-0.0017853	0.46573	0.09494
-0.014282	0.063034	-0.0028839	0.54524	0.069626
-0.012772	0.10176	0.0032501	0.33719	0.034149
-0.006958	0.13467	-0.0010529	0.032501	-0.020279
0.0079193	0.095398	-0.0013275	-0.11362	-0.040741
0.0025635	0.021881	-0.0032043	-0.34671	-0.070633
-0.0075073	-0.068619	-0.0041199	-0.54272	-0.11014
-0.0058594	-0.1403	-0.001236	-0.6373	-0.09906
0.0055389	-0.15646	0.0023346	-0.46458	-0.020187
0.021515	-0.12199	-0.00027466	-0.44051	0.015335
0.034058	-0.08757	-0.0041656	-0.33147	-0.002243
0.041931	-0.065002	-0.012589	-0.19496	0.028473
0.035431	-0.044678	-0.013916	-0.0072327	0.049026
0.024261	-0.029022	0.0013733	0.21666	0.0024261
0.0047607	-0.019867	0.004715	0.34007	0.043488
-0.015472	0.036118	0.0042572	0.36726	0.040466
-0.025955	0.076126	0.0021973	0.2812	0.014191
-0.027649	0.077957	0.0072784	0.17271	0.021469
-0.025909	0.072968	0.0041656	0.016708	0.029068
-0.027557	0.065323	0.001236	0.015884	0.050766
-0.040421	-0.0022888	-0.0017853	0.078506	0.044174
-0.037903	-0.078003	-0.0037079	0.17354	0.042572
-0.026642	-0.1149	-0.00068665	0.31462	-0.065094
-0.013733	-0.025223	-0.0014191	0.21025	-0.10762
-0.00073242	0.091141	-0.0021515	0.17207	-0.13376
0.0012817	0.17903	-0.008194	0.24527	-0.1046
0.0017853	0.22902	-0.00013733	0.051041	0.022751
0.0040741	0.2476	0.00032043	-0.054016	0.052826
-0.0020142	0.2596	0.0013275	-0.1219	0.082947
-0.0017395	0.21799	0.0043945	-0.28423	0.07338
0.003891	0.17674	0.0063171	-0.47401	0.055435
0.0081482	0.050125	0.0054016	-0.46143	0.037674
0.020279	-0.14799	0.0048981	-0.37994	-0.018173
0.027191	-0.3653	0.0038452	-0.25648	-0.029663
0.027191	-0.49461	0.0032501	-0.014648	-0.12373
0.019913	-0.46866	-0.0018768	0.24207	-0.10181
0.016479	-0.30798	0.0061798	0.26903	0.0027008
0.0075531	-0.11897	0.0080109	0.13783	0.037399
-0.0054016	0.06427	0.013779	-0.02211	0.057449
-0.0090637	0.20009	0.006134	-0.019638	0.043304
-0.012268	0.22005	-0.0074615	0.20833	0.0056305
-0.0095673	0.13147	-0.011902	0.46143	0.0064545
-0.0017853	-0.057724	-0.014832	0.55618	0.012222
0.0010986	-0.23863	-0.0089722	0.38283	-0.023895
0.0080566	-0.29974	0.0039825	-0.033325	0.00027466
0.014648	-0.21524	0.0040283	-0.54149	0.021606
0.014374	-0.094391	0.0018768	-0.80141	-0.008194
0.0029755	0.015244	0.0011444	-0.63501	0.011993
-0.0096588	0.10593	0.00082397	-0.19766	0.020508
-0.010254	0.1263	-0.0014648	0.31764	-0.0062714
-0.010254	0.12785	-0.0036621	0.77632	-0.029938
0.0007782	0.13243	-0.0072784	0.60938	-0.0070038
0.0062256	0.15399	-0.0063629	0.010254	0.0058594
0.0035706	0.14474	-0.0086517	-0.45694	0.019409
0.0052643	0.11435	-0.0084686	-0.39061	-0.0055847
-0.0020599	0.094711	-0.0027008	-0.16823	-0.012497
-0.0087433	0.03447	-0.0060883	-0.031906	-0.021378
-0.0076904	-0.051865	-0.0089264	0.048294	0.0091095
-0.0053101	-0.11517	-0.0069122	0.13989	0.033463
0.0066833	-0.13618	-0.0090179	0.20233	0.046555
0.0048065	-0.10945	-0.0071869	0.20137	0.0084229
0.0037079	-0.084183	-0.0081482	-0.041061	-0.013184
0.0022888	-0.072052	0.0023804	-0.26971	-0.0012817
-0.002655	-0.036255	0.018997	-0.11316	-0.010391
-0.0090637	0.073334	0.020462	0.085556	-0.0062256
-0.011215	0.13559	0.017303	0.31343	-0.0095215
-0.0054474	0.15559	0.0094757	0.47786	-0.013321
0.005127	0.090958	0.0085602	0.26633	-0.0026093
0.015518	0.038315	0.0016937	-0.060883	0.026917
0.0091095	0.053467	-0.0071869	-0.31462	0.037903
0.0049438	0.10066	-0.0098419	-0.48042	-0.030716
0.0026093	0.098465	-0.011124	-0.52739	0.00032043
0.0012817	0.051407	-0.014923	-0.382	-0.00059509
0.0093842	-0.035889	-0.017578	-0.074707	0.018448
0.0097046	-0.096359	-0.015106	0.079239	0.0014191
0.0032501	-0.16942	-0.029343	0.075302	-0.011948
0.0064545	-0.19217	-0.030441	0.092285	0.020187
0.0097046	-0.20476	-0.01973	0.13326	0.0019684
0.00737	-0.16676	-0.0090637	-0.015656	-0.00050354
0.0024261	-0.10913	-0.0069122	-0.21771	0.0015106
-0.0017395	-0.074478	-0.0011444	-0.092285	0.023758
0.0018311	-0.071457	0.00032043	0.12117	-0.010254
0.012039	-0.057495	0.010941	0.22723	0.017166
-0.0025635	-0.048523	0.0059509	0.25209	0.011124
-0.012863	0.003067	0.0031128	0.51965	-0.017578
-0.0047607	0.097549	0.005722	0.73119	-0.021103
0.012955	0.22028	0.011078	0.54625	0.0048981
0.019043	0.31215	0.0020599	0.36035	0.018173
0.022568	0.30583	-0.001236	-0.11105	-0.0095673
0.0080566	0.21245	-0.0083313	-0.76671	0.0097046
-0.00041199	0.060516	-0.006546	-0.80461	0.022842
0.0052643	-0.087524	-0.0058594	-0.36658	-0.025452
0.0010986	-0.22664	-0.0079651	0.060425	-0.030167
0.00027466	-0.26619	-0.008606	0.40993	0.026505
-0.0038452	-0.16855	0.0010986	0.46669	-0.011948
-0.013092	-0.081985	0.0010071	0.2471	-0.015701
-0.01886	-0.030853	-0.0033875	-0.36127	-0.012268
-0.028473	0.0036621	-0.003067	-0.86847	0.0062256
-0.033875	0.022842	0.00027466	-0.789	-0.029709
-0.035706	0.018173	0.00032043	-0.12405	-0.011444
-0.026001	0.017303	0.00022888	0.32355	-0.014923
-0.013	-0.020187	0.003891	0.46733	0.016617
-0.0026093	-0.040878	9.1553e-05	0.3658	0.015793
0.013733	-0.030991	-0.0060425	0.1685	0.0090179
0.0084229	0.0059967	-0.0065918	-0.16255	0.028473
0.0027008	0.023758	0.0032501	-0.20206	0.02623
0.0011444	0.045731	0.0015564	-0.035156	-0.013
-0.0031128	0.04303	-0.002243	0.29379	-0.033279
-0.01062	0.030487	-0.0007782	0.47836	0.0064545
-0.0076447	0.059418	0.0032501	0.31517	0.013321
